AnnotationTime_s,Behavior,Time,Time_s,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
-6.496207235427799,other,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-5.992414470855598,other,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-5.488621706283398,other,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-4.984828941711197,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-4.481036177138996,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-3.977243412566796,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-3.473450647994595,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-2.9696578834223946,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-2.4658651188501937,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-1.9620723542779928,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-1.458279589705792,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-0.954486825133591,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
-0.4506940605613909,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
0.0530987040108099,stand,28.0,0.028,-0.52,-0.74,0.54,40.83,-42.48,37.9,,,
0.5568914685830109,stand,663.0,0.663,-0.03,-0.28,0.97,-3.66,106.93,192.32,,,
1.0606842331552109,stand,1257.0,1.257,-0.21,-0.48,0.66,4.21,43.46,-38.39,,,
1.5644769977274129,stand,1850.0,1.85,-0.35,-0.53,0.73,48.65,25.39,-69.27,,,
2.0682697622996127,stand,1850.0,1.85,-0.35,-0.53,0.73,48.65,25.39,-69.27,,,
2.5720625268718145,stand,2442.0,2.442,-0.42,-0.68,0.72,-15.99,-8.42,-1.59,,,
3.0758552914440145,stand,3035.0,3.035,-0.57,-0.72,0.77,-23.44,140.01,-91.0,,,
3.5796480560162145,stand,3628.0,3.628,-0.63,-0.93,0.21,-3.48,-36.5,38.82,,,
4.083440820588416,stand,4221.0,4.221,-0.56,-0.64,0.7,10.31,-31.49,3.54,,,
4.587233585160616,stand,4814.0,4.814,-0.24,-0.59,0.84,9.22,-30.03,12.88,,,
5.091026349732818,stand,4814.0,4.814,-0.24,-0.59,0.84,9.22,-30.03,12.88,,,
5.594819114305018,stand,5407.0,5.407,-0.56,-0.43,0.75,-3.54,-33.87,-51.27,,,
6.098611878877218,stand,6009.0,6.009,-0.24,-0.46,0.82,-76.84,-181.58,118.47,,,
6.60240464344942,stand,6602.0,6.602,0.2,-0.57,0.78,-38.15,0.06,62.26,,,
7.10619740802162,stand,7194.0,7.194,-0.27,-0.64,0.7,-59.51,-11.11,-6.77,,,
7.609990172593822,stand,7832.0,7.832,-0.1,-0.64,0.82,-15.44,-31.31,19.96,,,
8.113782937166022,stand,7832.0,7.832,-0.1,-0.64,0.82,-15.44,-31.31,19.96,,,
8.617575701738222,stand,8425.0,8.425,-0.08,-1.03,0.7,85.82,206.24,43.64,,,
9.121368466310422,stand,9018.0,9.018,-0.24,-0.77,0.59,13.55,-6.41,1.34,,,
9.625161230882624,stand,9611.0,9.611,-0.31,-0.58,0.83,40.1,28.93,-20.14,,,
10.128953995454824,stand,10203.0,10.203,-0.08,-0.58,0.83,-43.58,-66.41,75.56,,,
10.632746760027024,stand,10797.0,10.797,-0.12,-0.49,0.98,6.84,-44.01,9.03,,,
11.136539524599224,stand,11390.0,11.39,-0.28,-0.35,0.9,-1.1,8.48,5.31,,,
11.640332289171424,stand,11390.0,11.39,-0.28,-0.35,0.9,-1.1,8.48,5.31,,,
12.144125053743627,stand,11983.0,11.983,-0.2,-0.4,0.96,0.43,-18.86,0.55,,,
12.647917818315827,stand,12576.0,12.576,-0.11,-0.39,0.93,-10.8,6.16,0.18,,,
13.151710582888027,stand,13179.0,13.179,-0.08,-0.44,0.9,-1.59,19.04,18.74,,,
13.655503347460227,stand,13772.0,13.772,-0.01,-0.49,0.92,-8.36,14.53,21.91,,,
14.159296112032427,stand,14419.0,14.419,-0.09,-0.64,0.8,-131.29,25.15,-29.11,,,
14.663088876604633,stand,14419.0,14.419,-0.09,-0.64,0.8,-131.29,25.15,-29.11,,,
15.166881641176833,stand,15013.0,15.013,-0.1,-0.86,0.49,-15.69,-2.32,-7.81,,,
15.670674405749033,sit,15607.0,15.607,-0.06,-0.85,0.45,-4.58,-40.47,-6.23,,,
16.174467170321233,sit,16201.0,16.201,-0.14,-0.79,0.55,25.21,76.97,-8.97,,,
16.678259934893433,sit,16794.0,16.794,-0.21,-0.5,0.91,-11.6,15.69,10.86,,,
17.182052699465636,sit,17387.0,17.387,-0.16,-0.53,0.9,-5.19,-21.48,-2.44,,,
17.685845464037836,sit,17980.0,17.98,-0.12,-0.57,0.94,7.75,4.39,3.72,,,
18.18963822861004,sit,17980.0,17.98,-0.12,-0.57,0.94,7.75,4.39,3.72,,,
18.69343099318224,sit,18573.0,18.573,-0.19,-0.5,0.79,22.46,-20.63,-11.84,,,
19.19722375775444,sit,19167.0,19.167,-0.09,-0.6,0.85,-0.73,6.47,13.61,,,
19.70101652232664,sit,19769.0,19.769,-0.16,-0.72,0.74,-56.09,-23.25,-19.17,,,
20.20480928689884,sit,20363.0,20.363,-0.1,-0.95,0.39,5.74,2.2,0.24,,,
20.70860205147104,sit,20955.0,20.955,-0.15,-0.98,0.33,-3.05,-2.75,-1.77,,,
21.21239481604324,sit,20955.0,20.955,-0.15,-0.98,0.33,-3.05,-2.75,-1.77,,,
21.71618758061544,sit,21591.0,21.591,-0.21,-0.76,0.48,36.74,12.33,21.3,,,
22.219980345187643,sit,22185.0,22.185,-0.23,-0.49,0.8,2.14,-24.17,-0.67,,,
22.723773109759843,stand,22778.0,22.778,-0.2,-0.53,0.84,-2.26,19.71,1.65,,,
23.227565874332043,stand,23372.0,23.372,-0.07,-0.51,0.93,3.72,1.04,1.89,,,
23.731358638904243,stand,23964.0,23.964,-0.17,-0.51,0.88,26.43,-11.54,-13.06,,,
24.235151403476443,stand,23964.0,23.964,-0.17,-0.51,0.88,26.43,-11.54,-13.06,,,
24.738944168048647,stand,24558.0,24.558,-0.06,-0.46,0.93,14.77,-58.96,-23.56,,,
25.242736932620844,stand,25151.0,25.151,-0.18,-0.55,0.83,-8.97,31.92,-4.64,,,
25.746529697193047,stand,25744.0,25.744,-0.26,-0.59,0.88,24.17,-18.74,11.66,,,
26.25032246176525,stand,26347.0,26.347,-0.14,-0.55,0.87,-7.2,-0.55,-4.46,,,
26.754115226337447,stand,26940.0,26.94,-0.12,-0.58,0.83,-9.83,21.61,11.72,,,
