AccelXMean,AccelXStd,AccelXMin,AccelXMax,AccelYMean,AccelYStd,AccelYMin,AccelYMax,AccelZMean,AccelZStd,AccelZMin,AccelZMax,GyroXMean,GyroXStd,GyroXMin,GyroXMax,GyroYMean,GyroYStd,GyroYMin,GyroYMax,GyroZMean,GyroZStd,GyroZMin,GyroZMax,MagXMean,MagXStd,MagXMin,MagXMax,MagYMean,MagYStd,MagYMin,MagYMax,MagZMean,MagZStd,MagZMin,MagZMax,Behavior,WindowStart,WindowEnd
0.043333333333333335,0.01699673171197595,0.02,0.06,-0.43333333333333335,0.07717224601860152,-0.54,-0.36,0.9633333333333333,0.012472191289246483,0.95,0.98,20.14,32.25066304227972,-5.68,65.61,-32.449999999999996,33.00244334388996,-79.1,-7.87,-22.886666666666667,39.3335059318247,-78.43,7.51,,,,,,,,,,,,,stand,1.213,3.213
0.055,0.0049999999999999975,0.05,0.06,-0.38,0.020000000000000018,-0.4,-0.36,0.955,0.0050000000000000044,0.95,0.96,-2.5949999999999998,3.085,-5.68,0.49,-9.125,1.2550000000000003,-10.38,-7.87,4.885,2.625,2.26,7.51,,,,,,,,,,,,,stand,2.213,4.213
0.03,0.0,0.03,0.03,-0.4,0.0,-0.4,-0.4,0.95,0.0,0.95,0.95,-7.39,0.0,-7.39,-7.39,-0.24,0.0,-0.24,-0.24,-0.24,0.0,-0.24,-0.24,,,,,,,,,,,,,stand,3.213,5.213
0.055,0.025,0.03,0.08,-0.42500000000000004,0.024999999999999994,-0.45,-0.4,0.925,0.024999999999999967,0.9,0.95,-8.0,0.6099999999999999,-8.61,-7.39,-1.4300000000000002,1.19,-2.62,-0.24,-1.2799999999999998,1.04,-2.32,-0.24,,,,,,,,,,,,,stand,4.213,6.213
0.04666666666666667,0.028674417556808753,0.01,0.08,-0.5433333333333333,0.13199326582148885,-0.73,-0.45,0.9533333333333335,0.038586123009300734,0.9,0.99,-34.28333333333333,40.79221848452091,-91.86,-2.38,-3.4766666666666666,3.542695144785801,-8.18,0.37,-5.333333333333333,6.160981162841588,-13.92,0.24,,,,,,,,,,,,,stand,5.213,7.213
0.030000000000000002,0.02,0.01,0.05,-0.59,0.13999999999999999,-0.73,-0.45,0.98,0.010000000000000009,0.97,0.99,-47.12,44.739999999999995,-91.86,-2.38,-3.905,4.2749999999999995,-8.18,0.37,-6.84,7.08,-13.92,0.24,,,,,,,,,,,,,stand,6.213,8.213000000000001
-0.04,0.0,-0.04,-0.04,-0.68,0.0,-0.68,-0.68,0.84,0.0,0.84,0.84,30.88,0.0,30.88,30.88,-12.02,0.0,-12.02,-12.02,-20.75,0.0,-20.75,-20.75,,,,,,,,,,,,,stand,7.213,9.213000000000001
-0.005000000000000001,0.035,-0.04,0.03,-0.595,0.08500000000000002,-0.68,-0.51,0.845,0.0050000000000000044,0.84,0.85,11.684999999999999,19.195,-7.51,30.88,-6.04,5.98,-12.02,-0.06,-16.08,4.67,-20.75,-11.41,,,,,,,,,,,,,stand,8.213000000000001,10.213000000000001
0.075,0.045,0.03,0.12,-0.45999999999999996,0.05000000000000002,-0.51,-0.41,0.885,0.03500000000000003,0.85,0.92,7.935,15.445,-7.51,23.38,-6.59,6.53,-13.12,-0.06,-12.02,0.6100000000000003,-12.63,-11.41,,,,,,,,,,,,,stand,9.213000000000001,11.213000000000001
0.1,0.019999999999999997,0.08,0.12,-0.44499999999999995,0.035,-0.48,-0.41,0.895,0.025000000000000022,0.87,0.92,4.395,18.985,-14.59,23.38,-0.6999999999999993,12.42,-13.12,11.72,-19.835,7.204999999999999,-27.04,-12.63,,,,,,,,,,,,,stand,10.213000000000001,12.213000000000001
