AccelXMean,AccelXStd,AccelXMin,AccelXMax,AccelYMean,AccelYStd,AccelYMin,AccelYMax,AccelZMean,AccelZStd,AccelZMin,AccelZMax,GyroXMean,GyroXStd,GyroXMin,GyroXMax,GyroYMean,GyroYStd,GyroYMin,GyroYMax,GyroZMean,GyroZStd,GyroZMin,GyroZMax,Behavior,WindowStart,WindowEnd
0.00625,0.05498579361980692,-0.06,0.18,-0.5700000000000001,0.1332291259447423,-0.76,-0.26,0.8631249999999999,0.08468461710960262,0.59,0.98,-0.6012500000000003,32.34639428804237,-18.68,91.0,-33.64375,28.392791311132125,-79.1,45.17,20.42625,35.22060669462552,-78.43,42.24,stand,0.028,3.028
0.049999999999999996,0.07071067811865475,-0.06,0.18,-0.4533333333333333,0.15986105077709065,-0.76,-0.26,0.8849999999999999,0.13549292724468437,0.59,0.98,29.530000000000005,36.57153310066907,-5.68,91.0,-10.783333333333331,36.2433040559065,-79.1,45.17,-15.929999999999998,34.54176168060917,-78.43,17.33,stand,0.128,3.128
0.049999999999999996,0.07071067811865475,-0.06,0.18,-0.4533333333333333,0.15986105077709065,-0.76,-0.26,0.8849999999999999,0.13549292724468437,0.59,0.98,29.530000000000005,36.57153310066907,-5.68,91.0,-10.783333333333331,36.2433040559065,-79.1,45.17,-15.929999999999998,34.54176168060917,-78.43,17.33,stand,0.228,3.228
0.049999999999999996,0.07071067811865475,-0.06,0.18,-0.4533333333333333,0.15986105077709065,-0.76,-0.26,0.8849999999999999,0.13549292724468437,0.59,0.98,29.530000000000005,36.57153310066907,-5.68,91.0,-10.783333333333331,36.2433040559065,-79.1,45.17,-15.929999999999998,34.54176168060917,-78.43,17.33,stand,0.328,3.328
0.049999999999999996,0.07071067811865475,-0.06,0.18,-0.4533333333333333,0.15986105077709065,-0.76,-0.26,0.8849999999999999,0.13549292724468437,0.59,0.98,29.530000000000005,36.57153310066907,-5.68,91.0,-10.783333333333331,36.2433040559065,-79.1,45.17,-15.929999999999998,34.54176168060917,-78.43,17.33,stand,0.42800000000000005,3.428
0.049999999999999996,0.07071067811865475,-0.06,0.18,-0.4533333333333333,0.15986105077709065,-0.76,-0.26,0.8849999999999999,0.13549292724468437,0.59,0.98,29.530000000000005,36.57153310066907,-5.68,91.0,-10.783333333333331,36.2433040559065,-79.1,45.17,-15.929999999999998,34.54176168060917,-78.43,17.33,stand,0.528,3.528
0.03,0.04242640687119285,-0.06,0.06,-0.4033333333333333,0.08595864638818418,-0.54,-0.26,0.9516666666666667,0.03531603350069515,0.88,0.99,20.964999999999996,25.52042433685877,-5.68,65.61,-22.186666666666667,26.223045632081377,-79.1,-2.14,-7.640000000000003,32.08952165427213,-78.43,17.33,stand,0.628,3.628
0.03,0.04242640687119285,-0.06,0.06,-0.4033333333333333,0.08595864638818418,-0.54,-0.26,0.9516666666666667,0.03531603350069515,0.88,0.99,20.964999999999996,25.52042433685877,-5.68,65.61,-22.186666666666667,26.223045632081377,-79.1,-2.14,-7.640000000000003,32.08952165427213,-78.43,17.33,stand,0.728,3.7279999999999998
0.03,0.04242640687119285,-0.06,0.06,-0.4033333333333333,0.08595864638818418,-0.54,-0.26,0.9516666666666667,0.03531603350069515,0.88,0.99,20.964999999999996,25.52042433685877,-5.68,65.61,-22.186666666666667,26.223045632081377,-79.1,-2.14,-7.640000000000003,32.08952165427213,-78.43,17.33,stand,0.828,3.828
0.03,0.04242640687119285,-0.06,0.06,-0.4033333333333333,0.08595864638818418,-0.54,-0.26,0.9516666666666667,0.03531603350069515,0.88,0.99,20.964999999999996,25.52042433685877,-5.68,65.61,-22.186666666666667,26.223045632081377,-79.1,-2.14,-7.640000000000003,32.08952165427213,-78.43,17.33,stand,0.9279999999999999,3.928
0.03,0.04242640687119285,-0.06,0.06,-0.4033333333333333,0.08595864638818418,-0.54,-0.26,0.9516666666666667,0.03531603350069515,0.88,0.99,20.964999999999996,25.52042433685877,-5.68,65.61,-22.186666666666667,26.223045632081377,-79.1,-2.14,-7.640000000000003,32.08952165427213,-78.43,17.33,stand,1.028,4.0280000000000005
0.03,0.04242640687119285,-0.06,0.06,-0.4033333333333333,0.08595864638818418,-0.54,-0.26,0.9516666666666667,0.03531603350069515,0.88,0.99,20.964999999999996,25.52042433685877,-5.68,65.61,-22.186666666666667,26.223045632081377,-79.1,-2.14,-7.640000000000003,32.08952165427213,-78.43,17.33,stand,1.1280000000000001,4.128
0.03166666666666667,0.04219662967057388,-0.06,0.06,-0.37999999999999995,0.06110100926607788,-0.46,-0.26,0.9466666666666668,0.03299831645537221,0.88,0.99,8.798333333333332,17.46623258048385,-7.39,39.61,-9.043333333333335,7.437899942561446,-23.25,-0.24,5.391666666666665,5.816847418395026,-0.24,17.33,stand,1.2280000000000002,4.228
0.03166666666666667,0.04219662967057388,-0.06,0.06,-0.37999999999999995,0.06110100926607788,-0.46,-0.26,0.9466666666666668,0.03299831645537221,0.88,0.99,8.798333333333332,17.46623258048385,-7.39,39.61,-9.043333333333335,7.437899942561446,-23.25,-0.24,5.391666666666665,5.816847418395026,-0.24,17.33,stand,1.3280000000000003,4.328
0.03166666666666667,0.04219662967057388,-0.06,0.06,-0.37999999999999995,0.06110100926607788,-0.46,-0.26,0.9466666666666668,0.03299831645537221,0.88,0.99,8.798333333333332,17.46623258048385,-7.39,39.61,-9.043333333333335,7.437899942561446,-23.25,-0.24,5.391666666666665,5.816847418395026,-0.24,17.33,stand,1.4280000000000004,4.428000000000001
0.03166666666666667,0.04219662967057388,-0.06,0.06,-0.37999999999999995,0.06110100926607788,-0.46,-0.26,0.9466666666666668,0.03299831645537221,0.88,0.99,8.798333333333332,17.46623258048385,-7.39,39.61,-9.043333333333335,7.437899942561446,-23.25,-0.24,5.391666666666665,5.816847418395026,-0.24,17.33,stand,1.5280000000000005,4.5280000000000005
