Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
166002,-0.72,-0.91,-1.28,-73.43,188.66,-197.57,,,
166596,0.03,-3.32,0.29,-305.73,33.69,-3.05,,,
167189,0.60,-0.87,1.26,-338.38,-0.79,-29.24,,,
167783,0.21,-0.64,0.77,87.46,-1.71,85.27,,,
168375,0.20,-0.69,0.93,-7.69,86.12,-45.10,,,
168968,0.16,-0.67,0.84,21.06,18.92,-46.33,,,
169561,0.08,-0.76,0.76,62.50,-14.28,-11.41,,,
170154,0.14,-0.72,0.85,15.38,-22.71,4.58,,,
170747,0.19,-0.83,0.57,-12.70,21.36,-13.37,,,
171340,0.14,-0.85,0.47,0.67,7.32,-5.62,,,
171983,0.18,-0.85,0.51,-1.04,-1.28,0.55,,,
172576,0.19,-0.86,0.50,-0.92,-0.61,-0.79,,,
173169,0.20,-0.86,0.50,-2.08,-0.61,1.34,,,
173762,0.21,-0.87,0.48,-2.62,-10.01,4.09,,,
174354,0.20,-0.87,0.48,-1.16,-0.12,0.98,,,
174947,0.15,-0.82,0.51,-7.32,70.50,-42.72,,,
175540,0.16,-0.90,0.43,-20.08,25.09,-18.37,,,
176134,0.25,-0.95,0.28,-18.31,26.55,-15.32,,,
176727,0.20,-0.94,0.27,0.49,-4.82,3.85,,,
177319,0.22,-0.95,0.27,-0.49,4.09,0.67,,,
177912,0.23,-0.94,0.25,-2.93,-2.01,3.36,,,
178555,0.09,-0.97,0.36,1.16,-21.61,14.40,,,
179147,0.10,-0.91,0.37,33.57,-34.12,15.14,,,
179740,0.10,-0.95,0.33,-3.05,1.04,4.33,,,
180332,0.11,-0.92,-0.15,71.41,-127.20,54.08,,,
180926,-0.03,-0.80,0.71,10.25,-0.55,-13.18,,,
181518,0.13,-0.77,0.48,-10.50,31.13,-23.74,,,
182112,-0.15,-0.97,0.28,-16.05,-61.40,0.85,,,
182704,-0.01,-0.98,0.39,4.33,4.09,-1.77,,,
183297,-0.02,-0.93,0.28,-15.38,-5.31,-17.15,,,
183890,-0.04,-0.98,0.27,-4.82,-0.06,-4.46,,,
184483,0.07,-0.97,0.21,7.45,-82.64,-7.14,,,
185085,0.41,-0.88,0.53,68.18,-33.33,-69.76,,,
185732,0.10,-0.87,0.44,-54.14,-9.89,19.59,,,
186326,0.10,-0.97,0.27,-13.00,-31.43,19.10,,,
186918,-0.31,-0.80,0.55,9.77,-14.34,-2.44,,,
187511,0.05,-0.90,0.51,-23.86,7.45,3.72,,,
188104,0.03,-0.92,0.49,2.93,-1.77,8.79,,,
188696,0.12,-1.00,0.41,9.46,-10.62,-15.32,,,
189289,0.03,-0.97,0.39,-3.85,-9.95,-6.23,,,
189881,0.06,-0.95,0.38,-0.43,-2.20,-1.46,,,
190473,0.09,-0.95,0.38,0.37,-3.66,1.89,,,
191066,0.09,-0.95,0.35,-0.67,-0.73,-0.37,,,
191667,0.10,-0.94,0.35,-1.59,-1.22,-0.49,,,
192260,0.09,-0.94,0.33,2.32,-1.04,0.37,,,
192893,0.11,-0.94,0.36,-0.92,-2.01,-0.92,,,
193486,0.16,-0.96,0.27,-1.04,-2.87,-3.91,,,
194078,0.16,-0.96,0.30,7.75,9.77,0.61,,,
194670,0.14,-0.95,0.35,-1.04,0.06,-1.28,,,
195263,0.13,-0.95,0.35,0.00,-2.20,-1.65,,,
195855,0.12,-0.97,0.31,-0.85,-0.98,0.24,,,
196448,0.12,-0.94,0.32,0.61,-1.83,0.06,,,
197040,0.11,-0.94,0.36,8.30,14.22,-4.33,,,
197633,0.07,-0.90,0.31,19.17,-17.03,2.20,,,
198234,0.08,-0.93,0.39,0.55,-5.74,-0.18,,,
198826,0.08,-0.93,0.39,-0.06,-1.28,0.67,,,
199419,0.07,-0.93,0.37,-0.98,-0.18,-0.85,,,
200054,0.10,-0.95,0.38,2.69,-0.98,-0.67,,,
200647,0.11,-0.93,0.43,0.85,-0.12,-0.18,,,
201239,0.11,-0.92,0.42,1.28,0.06,0.24,,,
201831,0.12,-0.92,0.43,-2.01,-0.31,0.43,,,
202424,0.12,-0.91,0.46,0.85,-0.85,-0.55,,,
203016,0.11,-0.91,0.44,-1.16,0.06,-0.98,,,
203609,0.12,-0.93,0.42,-1.59,-0.85,0.37,,,
204201,0.12,-0.91,0.43,0.12,-0.85,0.06,,,
204793,0.12,-0.92,0.41,0.49,-0.67,-0.06,,,
205393,0.13,-0.92,0.43,-2.14,0.06,-1.22,,,
205985,0.18,-0.94,0.31,-3.78,4.46,-7.32,,,
206579,0.15,-0.96,0.31,-3.48,4.46,0.43,,,
207213,0.14,-0.96,0.31,0.61,-0.85,0.67,,,
207805,0.14,-0.95,0.30,-0.49,0.98,-1.22,,,
208397,0.14,-0.95,0.30,-0.85,-1.04,-0.67,,,
208989,0.15,-0.96,0.30,0.24,-0.12,-0.61,,,
209582,0.15,-0.96,0.30,-0.31,-0.31,-0.12,,,
210174,0.15,-0.96,0.30,-0.31,0.79,0.61,,,
210767,0.14,-0.95,0.31,0.37,-2.26,-0.73,,,
211358,0.14,-0.96,0.30,-0.37,-0.73,0.37,,,
211960,0.14,-0.95,0.31,-0.06,-1.22,0.18,,,
212551,0.14,-0.96,0.31,-0.06,0.61,0.37,,,
213143,0.14,-0.96,0.30,-0.67,-0.12,-0.37,,,
213736,0.14,-0.96,0.30,-1.46,1.77,-1.83,,,
214372,0.17,-0.99,0.16,2.01,-0.55,0.92,,,
214964,0.11,-0.91,0.47,23.68,1.40,17.46,,,
215556,0.15,-0.87,0.52,-10.13,3.66,-20.69,,,
216148,0.19,-0.86,0.50,1.28,-5.55,0.49,,,
216741,0.20,-0.87,0.51,0.92,-2.56,7.93,,,
217333,0.12,-0.86,0.54,-0.92,-0.92,2.69,,,
217926,0.12,-0.86,0.54,2.26,-2.14,2.93,,,
218517,0.11,-0.86,0.54,-0.55,-0.61,-0.55,,,
219119,0.10,-0.88,0.52,-19.23,10.07,-8.54,,,
219711,0.12,-0.96,0.34,0.79,-2.50,-0.31,,,
220303,0.11,-0.96,0.34,-2.44,-0.12,0.00,,,
220896,0.12,-0.96,0.33,-0.24,-0.98,0.85,,,
221530,0.11,-0.95,0.33,-0.18,-0.43,0.12,,,
222123,0.12,-0.95,0.32,0.06,-0.55,-1.16,,,
222714,0.12,-0.96,0.32,-0.92,-1.04,1.34,,,
223306,0.12,-0.96,0.32,-0.12,-0.67,1.53,,,
223898,0.11,-0.95,0.32,0.18,-0.37,-1.16,,,
224490,-0.03,-1.19,0.33,84.66,-50.66,8.73,,,
225083,0.21,-0.63,0.95,-10.07,41.20,-50.96,,,
225685,0.23,-0.66,0.71,48.40,-19.59,71.90,,,
226278,0.15,-0.53,0.84,-48.95,-23.01,48.40,,,
226870,0.40,-0.51,0.78,-12.82,17.52,-31.19,,,
227464,0.06,-0.14,0.91,16.17,-51.45,26.12,,,
228057,0.37,0.48,0.59,-94.91,7.14,123.47,,,
228693,0.19,-0.78,0.78,-139.28,-160.77,226.26,,,
229287,0.03,-0.76,0.84,72.81,-16.11,19.10,,,
229880,0.10,-0.59,0.82,27.04,-0.12,41.81,,,
230472,0.12,-0.82,0.64,-12.08,12.82,-20.14,,,
231064,0.19,-0.72,0.71,-1.65,-7.26,-13.06,,,
231656,0.09,-0.82,0.63,-9.89,11.96,21.48,,,
232258,0.06,-0.87,0.63,-2.62,-4.27,1.34,,,
232850,0.18,-1.01,0.19,-25.51,-22.58,5.37,,,
233443,0.14,-0.96,0.27,-41.63,16.48,27.28,,,
234036,0.05,-0.96,0.02,-7.75,-31.68,-14.59,,,
234628,-0.01,-1.03,0.36,-7.39,-27.47,14.77,,,
235221,0.07,-0.99,0.23,1.04,-0.18,-0.67,,,
235855,0.21,-0.99,0.14,-24.78,15.08,-17.88,,,
236449,0.25,-1.00,0.11,-13.31,12.70,0.37,,,
237041,0.28,-0.98,0.27,3.30,3.91,-5.25,,,
237633,0.19,-0.98,-0.02,-12.88,51.21,11.23,,,
238226,0.19,-1.25,0.50,42.79,-3.97,17.52,,,
238827,0.64,-0.60,0.27,-5.37,-63.35,20.26,,,
239420,0.05,-0.77,0.73,-7.51,-17.09,40.41,,,
240013,0.16,-0.73,0.61,5.55,13.43,-10.86,,,
240606,-0.16,-0.76,0.77,-82.64,39.06,-66.28,,,
241199,0.17,-0.96,0.40,-12.88,42.66,-20.08,,,
241791,0.34,-0.85,0.55,-33.69,18.07,48.71,,,
242384,0.05,-0.81,0.52,50.29,-10.80,27.10,,,
243019,0.18,-0.73,0.74,35.40,-6.65,70.98,,,
243613,-0.16,-1.08,0.41,-83.25,-0.06,-41.69,,,
244205,0.27,-0.43,0.99,15.20,-15.99,41.44,,,
244799,0.22,-0.55,0.83,-53.41,12.76,-13.49,,,
245383,0.21,-0.86,0.51,77.94,-79.65,4.88,,,
245976,0.35,-0.32,0.94,64.94,-165.04,162.78,,,
246570,0.29,-0.54,0.97,56.95,-40.65,15.44,,,
247162,0.07,-0.52,0.66,-47.55,57.37,-30.82,,,
247756,0.24,-0.56,0.85,42.18,-34.42,68.85,,,
248349,0.15,-0.68,0.76,-7.93,31.19,-80.87,,,
248942,0.13,-0.46,0.82,-95.83,13.24,-0.49,,,
249534,0.23,-1.09,0.59,18.43,-46.88,31.80,,,
250169,0.25,-0.63,0.84,-83.62,115.23,-96.68,,,
250763,0.33,-0.76,0.73,-37.29,-35.40,37.78,,,
251364,0.07,-0.82,0.61,2.14,100.10,-61.34,,,
