Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
101567,-0.04,-0.99,0.23,-0.61,-1.40,0.00,,,
102160,-0.03,-0.99,0.22,0.61,-0.49,-1.04,,,
102752,0.02,-0.99,0.21,-0.73,-3.66,-2.75,,,
103346,0.03,-0.99,0.22,-0.98,0.43,-0.92,,,
103938,0.04,-0.99,0.21,-0.18,-2.20,0.73,,,
104532,-0.07,-0.92,0.43,61.04,55.66,-11.96,,,
105125,-0.04,-0.73,0.68,16.54,30.03,-22.22,,,
105718,0.04,-0.69,0.74,4.76,26.31,-63.54,,,
106311,0.12,-1.00,0.31,-41.50,6.23,-5.80,,,
106913,-0.04,-0.98,0.13,-20.69,7.93,14.89,,,
107506,0.02,-1.00,0.19,-3.85,7.45,4.03,,,
108141,0.13,-0.99,0.00,0.55,3.36,5.49,,,
108734,0.11,-1.00,-0.00,-0.85,-0.24,-0.73,,,
109326,0.13,-1.00,-0.03,-1.34,0.92,0.24,,,
109919,0.11,-0.99,-0.03,-0.24,0.37,0.79,,,
110513,0.14,-0.99,-0.07,-6.29,3.66,-4.70,,,
111105,0.12,-1.01,-0.05,0.12,-4.15,-1.04,,,
111699,0.10,-1.00,-0.05,0.24,-1.10,0.55,,,
112291,0.10,-1.00,-0.05,-0.18,-0.98,0.18,,,
112884,0.10,-1.00,-0.05,-0.55,0.18,0.06,,,
113476,0.01,-1.00,0.07,5.74,-18.49,17.94,,,
114078,-0.06,-1.01,0.08,4.64,-4.64,4.33,,,
114671,-0.06,-1.01,0.08,-0.24,-0.12,-1.65,,,
115306,0.07,-1.00,-0.09,-46.26,94.60,-1.10,,,
115900,0.13,-0.98,-0.18,-3.85,21.79,-0.79,,,
116492,0.05,-1.00,-0.12,-0.43,-0.55,-1.28,,,
117085,0.04,-1.00,-0.13,-0.12,-0.31,-0.18,,,
117679,0.09,-0.99,-0.15,-0.12,-1.53,2.32,,,
118271,0.09,-0.99,-0.16,0.18,-1.83,0.55,,,
118865,0.09,-0.99,-0.15,-0.06,-1.34,0.06,,,
119457,0.08,-0.99,-0.15,-0.49,-0.85,0.67,,,
120050,-0.05,-0.99,-0.11,0.06,-19.71,21.30,,,
120651,-0.10,-0.99,-0.13,0.12,-2.14,1.10,,,
121243,-0.09,-0.99,-0.06,-3.17,2.32,-0.92,,,
121837,-0.10,-1.00,-0.07,-0.24,-1.77,0.98,,,
122472,-0.10,-1.00,-0.07,-0.18,-0.55,-0.24,,,
123066,-0.10,-1.00,-0.07,0.55,-1.10,-0.98,,,
123658,-0.08,-1.01,-0.04,1.28,-0.73,-0.55,,,
124251,-0.05,-1.00,-0.02,0.55,-1.34,-0.67,,,
124845,-0.06,-1.00,-0.02,0.37,-0.92,0.18,,,
125437,-0.06,-1.01,-0.02,-0.37,-0.73,-0.18,,,
126031,-0.05,-1.00,-0.02,0.00,-0.18,0.31,,,
126632,-0.00,-1.00,-0.06,-2.99,3.05,-0.49,,,
127225,-0.02,-1.00,-0.08,-0.79,1.10,0.12,,,
127818,-0.02,-1.00,-0.11,-1.16,2.75,1.40,,,
128410,-0.04,-0.99,-0.11,0.00,5.98,6.10,,,
129004,-0.14,-1.02,-0.01,7.39,-4.33,18.13,,,
129597,-0.15,-1.00,-0.05,1.40,-2.50,1.59,,,
130233,-0.16,-0.99,-0.05,-0.98,-0.24,-1.10,,,
130826,-0.10,-1.00,-0.11,-0.18,0.00,0.00,,,
131418,0.54,-0.85,-0.15,-5.62,340.70,21.61,,,
132012,0.17,-0.97,-0.13,-1.71,-2.69,0.12,,,
132605,0.14,-0.99,-0.15,0.31,-7.87,-0.98,,,
133198,0.15,-0.98,-0.17,-0.18,-1.53,-0.73,,,
133783,0.17,-0.97,-0.17,-0.98,0.73,2.87,,,
134377,0.12,-0.96,-0.14,-4.46,-11.23,-0.85,,,
134970,0.10,-0.98,-0.18,-1.28,-2.62,-0.43,,,
135563,0.03,-0.98,-0.18,5.13,-48.34,4.52,,,
136157,-0.01,-0.99,-0.16,-0.98,-0.61,-0.24,,,
136749,-0.02,-0.99,-0.16,-0.49,-0.18,0.49,,,
137384,-0.02,-0.99,-0.17,0.00,-0.67,-0.18,,,
137977,-0.04,-0.99,-0.04,-8.06,0.43,3.72,,,
138569,-0.05,-1.00,-0.06,-0.92,-1.40,-0.06,,,
139162,-0.05,-1.00,-0.06,0.06,-1.28,0.43,,,
139763,-0.04,-1.00,-0.07,-0.49,-1.22,-0.06,,,
140357,-0.03,-1.00,-0.07,-0.67,-0.61,-0.31,,,
140949,-0.03,-1.00,-0.07,-0.24,-0.49,-0.49,,,
141544,-0.03,-1.00,-0.07,0.73,-0.55,0.85,,,
142136,-0.03,-1.00,-0.08,-1.34,-0.18,-0.43,,,
142729,-0.03,-1.00,-0.08,-0.37,-0.67,0.37,,,
143322,-0.03,-1.00,-0.08,-0.31,-0.37,-0.37,,,
143915,-0.03,-1.00,-0.09,-0.79,0.18,-1.04,,,
144509,-0.03,-1.00,-0.09,-0.06,-1.10,0.12,,,
145144,-0.03,-1.00,-0.09,-0.61,-0.43,-0.24,,,
145737,-0.03,-1.00,-0.09,-0.73,-0.12,-0.06,,,
146339,-0.03,-1.00,-0.09,0.06,-0.85,0.18,,,
146932,-0.03,-0.99,-0.09,-0.18,0.18,-0.49,,,
147525,-0.03,-0.99,-0.09,-0.73,-0.49,0.43,,,
148118,-0.03,-1.00,-0.09,-0.24,-0.67,-0.24,,,
148711,-0.03,-1.00,-0.09,-0.79,0.12,-0.67,,,
149304,-0.03,-1.00,-0.09,-0.24,-0.79,0.18,,,
149897,-0.03,-1.00,-0.10,-0.92,-2.08,0.79,,,
150490,-0.03,-1.00,-0.10,-0.12,-0.49,0.00,,,
151082,-0.02,-1.00,-0.10,-0.67,-0.61,-0.55,,,
151676,-0.03,-1.00,-0.10,1.46,-0.06,0.73,,,
152310,-0.03,-1.00,-0.10,-0.12,-0.37,-0.06,,,
152912,-0.03,-1.00,-0.10,-0.79,-0.55,-0.67,,,
153504,-0.03,-1.00,-0.10,0.12,-2.26,0.55,,,
154097,-0.03,-1.00,-0.10,-0.24,-0.98,0.12,,,
154690,-0.03,-0.99,-0.11,2.56,-10.07,4.58,,,
155283,-0.05,-1.00,-0.10,0.12,-1.95,0.73,,,
155876,-0.05,-0.99,-0.10,-0.73,-0.55,-0.12,,,
156469,-0.05,-1.00,-0.10,-1.10,-0.12,-0.37,,,
157061,-0.05,-1.00,-0.10,-0.24,-0.49,0.24,,,
157654,-0.05,-1.00,-0.11,0.37,-0.61,0.06,,,
158246,-0.05,-1.00,-0.10,-0.43,-0.67,-0.12,,,
158840,-0.05,-1.00,-0.11,-0.61,-0.37,-0.31,,,
159485,-0.06,-1.00,-0.11,-0.49,-1.40,-0.55,,,
160078,-0.04,-0.99,-0.10,-0.85,1.04,0.67,,,
160670,-0.05,-1.00,-0.11,-0.61,-0.31,-0.06,,,
161263,-0.06,-1.00,-0.14,-9.58,52.25,2.26,,,
161856,0.02,-0.97,-0.27,-19.65,56.15,-7.51,,,
162449,0.14,-0.96,-0.23,-0.61,2.56,0.31,,,
163042,0.14,-0.96,-0.22,-0.85,1.40,1.46,,,
163634,-0.03,-1.20,-0.14,63.23,-153.20,42.97,,,
164227,0.07,-1.00,0.29,32.29,-0.18,-61.22,,,
164819,0.31,-0.80,0.31,15.20,55.97,-41.75,,,
165411,0.06,-0.67,0.72,14.22,-26.67,55.42,,,
166056,-0.02,-0.47,0.92,-74.10,2.75,-17.52,,,
166648,-0.25,-0.71,0.94,148.44,10.62,29.30,,,
167242,-0.06,-0.65,0.78,-5.86,-23.07,104.92,,,
167834,0.15,-0.83,0.91,176.15,-14.89,-25.70,,,
168427,-0.02,-0.71,0.66,-74.77,-20.45,-105.65,,,
169022,0.08,-0.77,0.89,108.15,136.78,-99.18,,,
169615,-0.08,-0.48,1.07,-193.24,105.96,-67.75,,,
170209,-0.11,-0.71,0.79,70.98,-87.95,148.50,,,
170802,-0.03,-0.83,0.78,210.75,-45.65,13.18,,,
171395,-0.01,-0.68,0.81,-124.02,-58.84,-15.32,,,
171997,0.16,-0.75,0.63,12.76,26.73,-50.29,,,
172590,-0.05,-0.44,0.77,-62.50,35.83,-33.45,,,
173184,0.22,-0.71,0.98,93.32,-0.92,7.81,,,
173819,0.02,-0.52,0.86,-8.79,10.01,-94.54,,,
174413,0.03,-0.54,0.90,-33.94,-17.70,28.87,,,
175006,0.17,-0.68,0.74,-9.09,14.83,-65.43,,,
175599,0.20,-0.76,0.65,-0.98,-2.81,-4.46,,,
176193,0.24,-0.77,0.63,-3.60,0.06,-0.12,,,
176785,0.16,-0.82,0.55,10.50,60.06,-29.48,,,
177379,0.06,-0.74,0.74,27.10,5.98,33.63,,,
177972,-0.05,-0.50,0.88,10.38,20.32,-40.59,,,
178575,0.09,-0.52,0.92,-4.58,-69.89,35.83,,,
179168,0.16,-0.62,0.78,-32.17,-50.35,36.68,,,
179761,0.04,-0.55,0.92,7.14,16.11,-57.68,,,
180396,0.07,-0.55,0.87,-4.46,0.49,25.63,,,
180989,0.03,-0.69,0.78,-20.02,25.27,-17.15,,,
181583,0.02,-0.71,0.75,1.16,-14.65,21.06,,,
182176,0.04,-0.65,0.73,-7.93,-4.21,-25.63,,,
182769,0.09,-0.71,0.74,-1.22,0.55,-1.04,,,
183362,0.14,-0.77,0.66,-33.14,-19.17,-4.15,,,
183955,0.14,-0.89,0.44,-5.62,9.95,-4.76,,,
184549,0.12,-0.89,0.48,-7.20,-1.59,4.21,,,
185151,0.03,-0.93,0.45,15.69,58.23,-6.47,,,
185744,-0.05,-0.91,0.46,-0.55,-0.85,0.31,,,
186337,-0.06,-0.91,0.45,0.85,-0.67,0.43,,,
186929,-0.05,-0.92,0.42,-2.93,-10.68,-10.07,,,
187524,0.09,-0.84,0.55,8.79,22.03,-49.13,,,
188160,0.01,-0.50,0.98,0.00,23.86,-75.44,,,
188753,-0.02,-0.35,0.95,31.49,-0.43,44.13,,,
189346,-0.00,-0.37,1.00,4.82,1.83,8.54,,,
189939,0.07,-0.26,0.97,23.38,-9.03,-9.34,,,
190532,0.06,-0.22,1.03,-0.92,-5.86,2.26,,,
191125,0.02,-0.24,1.00,-14.83,-2.38,-17.21,,,
191727,0.16,-0.52,1.00,-36.38,44.13,-80.14,,,
192320,0.07,-0.58,0.83,-4.52,16.24,-16.36,,,
192914,0.01,-0.72,0.73,-25.15,86.36,-72.08,,,
193507,0.27,-0.77,0.61,-14.28,1.10,-4.58,,,
194100,0.28,-0.84,0.51,-4.64,-10.44,3.48,,,
194736,0.33,-0.84,0.49,-2.99,-3.48,0.67,,,
195328,0.34,-0.83,0.48,0.12,-0.24,0.18,,,
195922,0.35,-0.83,0.46,-0.18,-1.34,0.12,,,
196514,0.29,-0.85,0.46,-1.71,11.72,-6.29,,,
197107,0.25,-0.87,0.48,-3.72,17.21,-5.62,,,
197699,0.25,-0.88,0.46,0.92,0.67,-0.37,,,
198300,0.25,-0.88,0.47,-0.43,0.00,-0.55,,,
198893,0.25,-0.87,0.46,-0.85,-0.49,-0.24,,,
199486,0.26,-0.88,0.53,17.82,28.08,-14.83,,,
200079,0.05,-0.74,0.71,15.75,45.17,-1.40,,,
200672,-0.01,-0.72,0.78,-23.68,-21.42,-58.11,,,
201266,0.27,-0.56,0.78,-33.94,165.83,-131.96,,,
201860,0.26,-0.61,0.76,-104.00,-26.43,66.83,,,
202497,0.09,-0.63,0.74,110.53,-87.83,60.36,,,
203091,0.04,-0.71,0.65,-111.02,-14.34,-79.96,,,
203684,0.25,-0.81,0.55,9.46,122.80,-93.99,,,
204277,0.09,-0.43,0.80,-106.02,21.36,-15.63,,,
204879,0.55,-0.69,0.78,21.91,-67.02,24.05,,,
205472,0.09,-0.78,0.60,-96.80,-8.36,-36.19,,,
206066,0.14,-0.65,0.76,66.41,75.32,-92.53,,,
206659,0.42,-0.75,0.52,5.62,-113.59,80.20,,,
207253,0.25,-0.69,0.62,-14.89,-35.03,32.96,,,
207846,0.20,-0.80,0.51,-34.61,-19.90,13.79,,,
208439,0.26,-0.90,0.04,-31.92,9.22,-24.78,,,
209075,0.22,-0.97,0.05,-1.95,3.23,3.85,,,
209667,0.20,-1.00,0.04,0.92,-1.46,1.83,,,
210261,0.20,-0.99,0.02,-3.23,0.37,0.31,,,
210853,0.18,-0.99,0.01,-1.65,-2.26,0.18,,,
211456,0.50,-2.34,0.33,26.92,-14.71,19.78,,,
212049,0.11,0.35,0.42,-21.18,-99.91,13.49,,,
212642,0.39,-0.37,0.28,297.97,167.85,189.88,,,
213237,-0.30,-1.01,0.07,-251.95,-244.45,-23.32,,,
213831,0.31,-1.07,1.12,-320.98,100.46,-143.98,,,
214425,1.04,-1.10,1.80,-229.86,-101.01,133.73,,,
215019,0.16,0.08,0.21,-150.51,-141.54,145.02,,,
215613,-0.01,-0.43,0.68,-50.05,14.53,-44.43,,,
216206,-0.03,-0.62,0.84,-134.22,-35.46,-85.75,,,
216844,0.09,-0.65,0.63,-49.07,25.70,-60.30,,,
217438,0.15,-0.75,0.62,93.32,81.18,-27.83,,,
218040,-0.08,-0.71,1.27,165.34,65.73,-27.04,,,
218634,0.12,-0.71,0.68,-24.90,-66.16,154.30,,,
219228,0.15,-0.57,0.82,150.15,-31.80,17.46,,,
219821,0.01,-0.62,0.67,-33.26,-9.95,-87.71,,,
220415,0.14,-0.57,0.98,45.78,-15.81,-3.11,,,
221008,0.24,-0.99,0.81,45.29,-20.45,1.10,,,
221603,0.07,-0.67,0.88,-23.50,25.76,7.63,,,
222196,0.25,-0.74,0.50,-22.52,18.55,-11.23,,,
222789,0.30,-0.78,0.44,-9.89,-20.69,7.39,,,
223424,0.38,-0.87,0.34,18.13,-3.66,-2.38,,,
224026,0.41,-0.75,0.39,-0.18,-8.30,3.72,,,
224620,0.17,-0.82,0.60,56.15,74.10,-19.47,,,
225213,0.14,-0.70,0.68,-9.52,12.57,-25.39,,,
225807,0.18,-0.62,0.88,69.46,19.23,28.20,,,
226400,0.28,-0.78,0.55,-66.16,-38.57,8.12,,,
226993,0.37,-0.90,0.24,-2.20,-12.82,4.09,,,
227587,0.35,-0.88,0.29,13.79,-34.79,3.05,,,
228179,0.23,-0.92,0.34,0.55,-9.28,1.22,,,
228773,0.48,-0.87,0.24,24.11,-26.00,0.85,,,
229366,0.34,-0.91,0.25,2.50,-46.63,49.07,,,
229959,0.27,-0.97,-0.19,-40.16,-5.62,8.06,,,
230604,0.24,-0.94,-0.18,-3.85,8.36,3.17,,,
231196,0.17,-0.98,-0.09,1.34,0.92,6.47,,,
231790,0.01,-1.02,-0.05,18.92,-23.25,16.24,,,
232383,0.13,-1.00,0.46,56.15,-54.14,21.30,,,
232977,0.01,-0.63,0.88,30.94,25.70,-87.89,,,
233570,-0.10,-0.64,0.87,-27.83,18.01,26.79,,,
234163,0.06,-0.66,0.86,-3.85,9.83,-69.21,,,
234757,-0.09,-0.76,0.58,-2.26,57.13,-22.77,,,
235350,-0.05,-0.63,0.87,12.02,90.09,-77.03,,,
235945,-0.07,-0.66,0.87,-39.98,-13.98,-53.59,,,
236538,0.20,-0.77,0.75,-47.42,-48.65,56.21,,,
237141,0.15,-0.84,0.36,-8.73,27.83,2.01,,,
237777,0.22,-0.75,0.80,-10.31,38.88,-107.24,,,
238370,0.09,-0.75,0.87,12.63,-11.17,-29.24,,,
238964,0.19,-0.66,0.78,73.00,-180.73,35.83,,,
239558,0.37,-0.50,0.89,-31.13,6.77,6.16,,,
240152,0.18,-0.49,0.95,-1.83,-3.60,-4.52,,,
240745,0.19,-0.63,0.89,4.82,16.05,6.41,,,
241338,0.07,-0.73,0.67,26.31,-11.23,3.60,,,
241931,-0.09,-0.40,0.98,2.62,-7.14,-11.17,,,
242525,-0.15,-0.47,0.95,-69.09,18.31,-22.58,,,
243119,-0.12,-0.61,0.79,-14.95,16.11,-23.25,,,
243721,-0.07,-0.56,0.82,5.74,-6.47,8.91,,,
244315,-0.07,-0.49,0.87,23.99,7.02,-13.24,,,
244952,-0.08,-0.52,0.92,5.68,-10.56,-8.73,,,
245545,0.13,-0.69,0.65,-13.43,-165.53,70.80,,,
246140,0.34,-0.89,0.53,43.64,-33.69,45.84,,,
246733,-0.45,-0.63,0.92,83.74,-17.09,-32.78,,,
247327,0.08,-0.96,0.32,-31.80,38.45,-12.94,,,
247920,0.40,-1.16,-0.45,-71.17,5.43,-85.69,,,
