Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
74129,0.06,-0.66,0.73,-21.12,58.47,-55.97,,,
74723,0.03,-0.43,0.87,-9.22,21.85,20.57,,,
75315,0.09,-0.46,0.89,21.18,3.54,-102.60,,,
75909,0.05,-0.46,0.89,13.00,17.82,47.61,,,
76545,0.14,-0.30,1.03,-28.38,-32.78,2.81,,,
77138,0.23,-0.46,0.78,26.73,37.90,6.29,,,
77731,0.13,-0.53,0.84,-21.55,3.23,8.12,,,
78324,-0.05,-0.68,0.73,-2.01,134.77,-40.65,,,
78919,-0.10,-0.76,0.70,0.43,14.16,6.41,,,
79520,-0.02,-0.83,0.64,14.65,11.17,-17.76,,,
80113,0.10,-0.75,0.79,9.03,28.44,-54.75,,,
80707,0.16,-0.71,0.75,21.24,15.56,-31.19,,,
81300,0.09,-0.76,0.71,-23.56,-6.41,2.50,,,
81894,0.09,-0.83,0.59,-1.46,1.34,0.49,,,
82486,0.11,-0.84,0.57,-4.64,-2.44,2.26,,,
83080,0.10,-0.85,0.56,-2.08,-2.08,-2.50,,,
83673,0.24,-1.03,0.47,-39.31,-67.38,7.08,,,
84309,0.02,-1.01,0.08,-2.44,1.28,1.89,,,
84903,0.02,-1.00,0.04,-2.81,0.37,-0.37,,,
85495,0.02,-1.01,0.05,-4.03,-1.71,0.00,,,
86098,0.14,-1.02,0.08,2.50,-71.04,-19.47,,,
86691,0.09,-1.01,0.01,-0.43,104.86,24.78,,,
87284,0.17,-0.93,0.13,9.89,3.60,-11.96,,,
87877,0.22,-0.97,0.36,9.58,3.78,2.56,,,
88469,0.19,-0.92,0.39,-0.43,-0.55,-2.26,,,
89063,0.34,-0.82,0.23,15.56,-61.04,18.86,,,
89656,0.14,-0.89,0.47,-2.20,0.18,3.11,,,
90249,0.12,-0.90,0.46,-0.98,-1.89,0.24,,,
90885,0.10,-0.90,0.46,-24.35,35.46,0.18,,,
91477,0.10,-0.93,0.43,-1.10,-0.12,-2.01,,,
92071,0.09,-0.91,0.41,0.55,-1.71,2.01,,,
92664,0.08,-0.92,0.43,1.53,0.43,-2.62,,,
93266,0.09,-0.91,0.44,0.37,5.68,-0.92,,,
93858,0.08,-0.92,0.43,-2.62,-1.40,-0.31,,,
94451,0.08,-0.93,0.43,-0.12,-0.31,-0.92,,,
95044,0.07,-0.91,0.39,2.69,1.40,-1.53,,,
95636,0.09,-0.92,0.41,-0.67,0.18,1.04,,,
96230,0.04,-0.93,0.49,7.63,-16.66,11.05,,,
96823,0.09,-0.92,0.41,-1.65,-10.38,0.67,,,
97417,0.12,-0.88,0.39,1.22,23.93,-25.57,,,
98009,0.14,-0.90,0.46,3.05,-4.21,-0.43,,,
98646,0.13,-0.90,0.46,-0.67,0.67,0.18,,,
99239,0.12,-0.90,0.47,2.87,1.83,-1.59,,,
99841,0.12,-0.88,0.49,3.11,1.16,-1.77,,,
100434,0.12,-0.88,0.50,3.54,1.16,-0.06,,,
101027,0.11,-0.86,0.53,-1.59,0.06,0.43,,,
101620,0.09,-0.87,0.53,1.83,-2.01,-0.61,,,
102212,0.09,-0.86,0.54,-1.22,0.85,0.43,,,
102805,0.09,-0.86,0.53,2.50,0.79,-1.77,,,
103399,0.12,-0.84,0.73,28.81,26.49,-73.61,,,
103992,0.01,-0.47,0.83,14.34,1.34,49.50,,,
104586,-0.06,-0.59,0.88,-14.83,0.49,-41.69,,,
105222,0.15,-0.59,0.81,2.38,5.31,-16.24,,,
105815,0.09,-0.58,0.87,-0.43,-7.45,5.13,,,
106409,0.12,-0.52,0.80,-8.18,-9.40,12.39,,,
107011,0.30,-0.65,0.63,-8.42,-22.77,4.09,,,
107605,0.12,-0.62,0.48,-51.70,-27.71,-18.07,,,
108199,0.22,-0.88,0.41,25.82,-19.10,19.59,,,
108793,0.28,-0.90,0.38,-3.48,-17.58,-3.11,,,
109387,0.25,-0.91,0.38,-3.36,1.10,0.85,,,
109980,0.27,-0.93,0.39,11.11,13.73,4.82,,,
110574,0.21,-0.90,0.40,-1.04,-3.36,0.31,,,
111166,0.20,-0.91,0.40,-2.93,-0.37,0.67,,,
111760,0.18,-0.90,0.41,1.53,0.31,1.59,,,
112353,0.19,-0.94,0.42,3.72,-1.83,-0.18,,,
112989,0.18,-0.92,0.41,0.31,0.18,0.06,,,
113590,0.17,-0.91,0.40,1.28,0.67,0.12,,,
114183,0.18,-0.92,0.40,-1.22,-1.53,0.18,,,
114777,0.17,-0.92,0.41,0.73,1.40,-0.49,,,
115369,0.17,-0.91,0.40,-0.61,-0.79,-0.24,,,
115963,0.17,-0.91,0.41,-2.08,0.55,0.06,,,
116556,0.18,-0.92,0.40,-0.37,0.49,-0.43,,,
117148,0.17,-0.92,0.41,-1.34,0.00,0.00,,,
117742,0.16,-0.92,0.41,-4.33,0.43,0.00,,,
118334,0.17,-0.92,0.40,0.31,-1.28,0.12,,,
118928,0.19,-0.93,0.38,-1.46,-1.59,-0.12,,,
119563,0.22,-0.91,0.35,-2.81,5.86,0.61,,,
120165,0.21,-0.93,0.37,0.37,-2.08,0.37,,,
120757,0.20,-0.92,0.37,-0.12,8.61,-0.67,,,
121350,0.21,-0.92,0.37,-2.62,-1.46,-0.18,,,
121944,0.22,-0.92,0.36,1.71,-0.49,-0.06,,,
122537,0.19,-0.92,0.37,-0.55,6.47,-1.40,,,
123131,0.22,-0.92,0.37,0.24,-0.67,-0.37,,,
123724,0.21,-0.92,0.37,-0.85,-0.43,0.18,,,
124317,0.21,-0.93,0.37,-0.06,0.31,0.00,,,
124910,0.20,-0.92,0.36,-0.43,0.67,0.67,,,
125503,0.18,-0.94,0.37,0.49,-4.15,1.10,,,
126097,0.18,-0.93,0.36,0.61,0.37,-0.49,,,
126689,0.19,-0.93,0.35,-1.04,-0.98,0.06,,,
127335,0.18,-0.93,0.36,0.06,3.85,-2.44,,,
127927,0.18,-0.93,0.36,-0.85,-0.79,0.31,,,
128520,0.18,-0.93,0.36,1.10,-1.59,0.37,,,
129114,0.18,-0.94,0.36,2.99,-2.26,0.55,,,
129707,0.18,-0.93,0.36,-2.62,3.48,-1.83,,,
130301,0.18,-0.94,0.36,-1.77,-0.49,0.37,,,
130893,0.19,-0.93,0.35,0.98,-0.55,0.49,,,
131486,0.19,-0.94,0.34,-1.10,-0.92,-0.37,,,
132079,0.19,-0.94,0.35,-1.16,-0.49,-1.53,,,
132672,0.23,-0.92,0.35,0.12,0.12,-0.18,,,
133265,0.23,-0.92,0.35,0.73,2.32,2.20,,,
133909,0.21,-0.91,0.39,12.33,12.27,0.43,,,
134503,0.17,-0.91,0.42,-1.59,-7.08,-0.92,,,
135096,0.18,-0.89,0.43,0.49,-0.92,-0.79,,,
135688,0.19,-0.90,0.43,-0.18,-2.50,-0.85,,,
136283,0.16,-0.83,0.33,26.55,-25.45,14.22,,,
136876,0.19,-0.91,0.41,-2.44,-0.49,-1.16,,,
137469,0.19,-0.89,0.43,-1.83,-2.38,-1.53,,,
138062,0.18,-0.90,0.43,0.12,1.04,-0.55,,,
138655,0.18,-0.90,0.44,2.14,-0.18,0.06,,,
139247,0.18,-0.89,0.44,-1.40,-0.43,-0.06,,,
139840,0.18,-0.91,0.44,-0.92,-0.12,0.37,,,
140434,0.18,-0.92,0.43,6.04,-10.68,4.03,,,
141078,0.15,-0.91,0.44,0.43,-1.04,-0.55,,,
141672,0.15,-0.90,0.44,-0.43,-0.24,0.37,,,
142265,0.15,-0.91,0.45,-0.31,-0.24,-0.31,,,
142857,0.15,-0.90,0.45,-1.40,0.18,0.24,,,
143451,0.15,-0.90,0.45,0.55,-0.06,-0.12,,,
144044,0.15,-0.90,0.45,1.22,-0.43,-0.31,,,
144637,0.15,-0.90,0.45,-0.43,-0.43,-0.73,,,
145230,0.16,-0.90,0.44,0.61,-0.12,-0.06,,,
145823,0.16,-0.91,0.44,-2.99,-0.79,-0.85,,,
146416,0.15,-0.96,0.41,21.61,-7.75,-0.61,,,
147009,0.09,-0.95,0.36,-0.61,-0.67,-0.31,,,
147612,0.10,-0.95,0.40,0.67,0.73,-0.43,,,
148246,0.10,-0.93,0.40,-0.24,-1.46,-0.73,,,
148840,0.12,-0.91,0.43,0.31,1.22,-2.87,,,
149433,0.13,-0.92,0.44,1.40,-2.93,-0.55,,,
150027,0.14,-0.92,0.43,0.98,-1.46,-0.24,,,
150620,0.14,-0.91,0.44,0.79,3.66,-1.89,,,
151213,0.13,-0.91,0.43,2.75,0.00,-0.18,,,
151806,0.13,-0.91,0.43,1.53,-1.28,0.18,,,
152399,0.17,-0.89,0.41,9.52,14.47,-4.58,,,
152993,0.14,-0.89,0.49,-0.67,0.18,-0.24,,,
153585,0.14,-0.88,0.49,0.00,-0.61,-0.49,,,
154186,0.14,-0.89,0.49,0.79,0.06,0.18,,,
154780,0.06,-0.79,0.16,-5.86,36.25,0.61,,,
155417,-0.04,-0.41,1.15,-111.88,-100.46,-42.48,,,
156011,0.15,-0.20,0.99,3.23,7.32,17.58,,,
156604,0.10,-0.10,1.02,7.63,-0.31,-1.22,,,
157197,0.10,-0.07,1.04,21.18,-14.53,33.81,,,
157790,1.02,-1.24,0.20,-282.65,-323.30,192.87,,,
158384,0.12,-0.81,0.55,-6.41,6.65,17.46,,,
158978,0.09,-0.95,0.54,0.00,-61.04,45.53,,,
159571,0.09,-0.98,0.32,10.86,2.62,3.17,,,
160164,0.12,-0.95,0.33,-2.56,-3.91,3.23,,,
160766,0.12,-0.95,0.34,1.89,2.69,-0.61,,,
161359,0.12,-0.94,0.34,-3.60,0.55,-0.98,,,
161953,0.34,-1.17,0.45,-166.75,-42.85,-49.93,,,
162588,0.37,-0.11,1.14,-144.29,-91.31,46.63,,,
163182,0.19,-0.23,1.01,-22.95,-2.50,-0.18,,,
163775,0.10,-0.31,0.97,8.85,-1.34,1.77,,,
164368,0.01,-0.49,0.73,67.14,-3.91,21.30,,,
164961,0.19,-0.60,0.76,58.72,44.31,-23.80,,,
165554,-0.22,-0.23,0.97,5.86,0.43,-5.31,,,
166148,-0.26,-0.18,0.98,6.47,3.23,6.71,,,
166740,-0.06,0.03,1.02,-1.04,-65.25,-195.19,,,
167335,0.38,-0.29,0.88,-33.45,3.54,-40.34,,,
167920,0.13,-0.38,0.94,-21.85,18.62,39.55,,,
168513,0.17,-0.43,0.94,3.11,13.98,-18.19,,,
169107,0.14,-0.43,0.95,-2.62,-2.44,10.01,,,
169699,0.34,-0.44,0.87,16.17,-29.60,-10.56,,,
170337,0.25,-0.52,0.83,39.12,57.07,44.56,,,
170930,-0.06,-0.44,0.92,-0.79,1.40,2.99,,,
171523,0.31,-0.66,0.92,58.96,-63.35,-91.74,,,
172116,0.18,-0.37,0.91,24.48,21.30,-7.57,,,
172709,0.05,-0.73,0.89,-37.23,-51.51,122.50,,,
173304,-0.19,-0.49,0.87,-8.12,-0.37,4.09,,,
173905,-0.16,-0.62,0.81,-15.69,-7.81,-2.81,,,
174499,-0.11,-0.75,0.69,-1.77,-0.31,1.71,,,
175092,-0.10,-0.77,0.68,-5.13,-4.88,-0.06,,,
175686,0.89,-0.66,-0.21,-52.12,-172.30,-67.87,,,
176280,-0.24,-0.93,0.15,-295.41,85.21,123.47,,,
176916,-1.03,0.08,-0.34,-85.94,-42.24,-43.15,,,
177510,-0.57,-0.85,-0.17,-65.80,-42.97,-6.65,,,
178104,-0.63,-0.75,0.22,26.25,-40.71,-36.07,,,
178698,-0.48,-0.69,0.65,3.66,14.77,-6.10,,,
179291,-0.20,-0.91,0.48,-49.50,-160.34,3.23,,,
179885,-0.18,-0.89,0.51,43.70,29.91,4.03,,,
180488,-0.44,-0.51,1.32,39.98,-199.89,43.82,,,
181081,0.01,-0.98,-0.11,119.08,-245.00,-13.00,,,
181676,0.23,-0.39,0.95,170.84,83.50,-83.37,,,
182269,-0.00,-0.18,1.17,-42.97,-33.69,-7.81,,,
182862,-0.00,-0.61,0.86,138.12,2.44,-90.33,,,
183455,0.01,-0.71,0.74,-5.37,-14.77,10.74,,,
184048,-0.28,-0.77,0.74,-17.88,-4.64,-37.78,,,
184686,-0.10,-0.48,0.87,4.27,-0.49,-10.80,,,
185279,-0.09,-0.64,0.84,-8.97,17.03,33.94,,,
185873,-0.01,-0.73,0.66,-11.66,5.86,12.39,,,
186466,-0.03,-0.85,0.61,-5.13,-17.70,4.58,,,
187068,-0.01,-0.88,0.53,-6.53,0.06,2.50,,,
187661,0.00,-0.87,0.51,0.24,0.00,-0.31,,,
188254,0.01,-0.94,0.14,-20.26,-20.75,1.34,,,
188848,-0.13,-0.92,0.40,-2.32,1.95,-2.14,,,
189441,-0.10,-0.92,0.42,3.85,6.04,0.37,,,
190033,-0.07,-0.92,0.43,-11.29,1.22,-2.62,,,
190626,-0.13,-0.56,0.18,-77.15,-31.13,21.91,,,
191262,-0.13,-0.78,0.65,2.81,6.77,1.16,,,
191856,-0.14,-0.77,0.66,2.38,2.20,-2.01,,,
192448,0.04,-0.59,1.08,57.25,-69.70,-0.67,,,
193042,-0.11,-0.50,0.89,38.64,80.75,-126.65,,,
193644,-0.04,-0.31,0.94,38.88,0.37,13.92,,,
194237,-0.15,-0.60,0.86,16.36,14.47,17.76,,,
194831,-0.13,-0.79,0.66,21.12,48.95,-16.85,,,
195424,-0.24,-0.62,0.81,-1.77,-12.08,-3.78,,,
196018,-0.04,-0.84,0.60,-32.23,8.54,-20.45,,,
196611,0.06,-0.97,0.24,-11.96,3.60,-3.72,,,
197205,0.35,-0.92,-0.10,-1.77,2.08,2.14,,,
197797,0.35,-0.92,-0.12,-0.73,-0.37,-0.61,,,
198390,0.37,-0.91,-0.12,0.24,-1.34,1.04,,,
199027,0.38,-0.92,-0.12,0.67,-0.98,0.12,,,
199619,0.37,-0.91,-0.12,0.06,-1.40,0.37,,,
200221,0.41,-0.92,-0.11,-3.91,8.54,-18.68,,,
200814,0.33,-0.94,-0.09,-12.88,6.77,-1.53,,,
201408,0.35,-0.93,-0.11,0.73,-1.65,0.79,,,
202001,0.29,-0.99,0.04,75.87,-80.75,33.02,,,
202594,0.20,-0.94,0.29,1.71,-2.14,5.25,,,
203187,0.10,-0.96,0.30,-1.89,-2.99,1.40,,,
203780,0.09,-0.97,0.29,0.00,-4.27,-1.83,,,
204373,0.02,-0.97,0.30,2.08,-4.88,5.55,,,
204966,0.02,-0.96,0.30,0.12,1.77,0.37,,,
205600,0.01,-0.95,0.33,-0.18,-1.10,0.61,,,
206193,-0.00,-0.96,0.32,2.08,4.21,-0.24,,,
206794,0.01,-0.96,0.33,1.28,0.12,0.79,,,
207387,0.11,-0.96,0.32,5.07,-15.14,2.87,,,
207980,0.05,-0.97,0.29,-0.31,-1.53,0.24,,,
208572,0.04,-0.98,0.29,0.37,-4.46,2.32,,,
209165,0.01,-1.02,0.25,-7.39,-3.36,9.52,,,
209757,-0.03,-0.82,0.40,58.84,-50.29,-12.51,,,
210352,-0.49,-0.18,0.88,-6.16,-5.92,-10.19,,,
210945,-0.35,-0.72,0.44,-63.42,66.04,75.81,,,
211539,-0.81,0.11,-0.00,-36.44,16.11,39.79,,,
212132,-1.02,-0.24,0.09,-23.80,5.00,-5.62,,,
212725,-0.95,-0.29,0.16,-3.85,10.25,4.27,,,
213371,-0.98,-0.34,0.04,-13.31,16.54,-5.49,,,
213964,-0.95,-0.29,-0.07,-0.31,-3.23,4.39,,,
214557,-0.96,-0.30,-0.06,-7.75,10.25,-0.61,,,
215150,-0.94,-0.42,-0.03,-23.74,-47.61,16.48,,,
215744,-0.93,-0.27,0.20,49.07,1.28,-14.95,,,
216336,-0.93,-0.17,0.36,-4.46,26.18,-37.17,,,
216929,-0.73,-0.45,-0.33,-3.17,50.72,31.98,,,
217523,-0.82,-0.50,-0.39,-1.59,-2.38,3.17,,,
218117,-0.58,-0.59,-0.61,-49.56,-69.89,107.06,,,
218711,-0.83,-0.37,0.55,90.45,32.59,-101.26,,,
219304,-0.80,-0.49,0.62,-22.89,10.44,10.13,,,
219948,-0.66,-0.59,0.39,-26.61,-19.96,-13.79,,,
220542,-0.75,-0.55,0.44,23.01,-15.14,-21.55,,,
221135,-0.86,-0.52,0.17,-3.30,0.37,15.81,,,
221729,-0.87,-0.49,0.15,0.73,1.40,-22.40,,,
222322,-0.90,-0.63,0.05,-14.22,34.79,-29.42,,,
222915,-0.95,-0.26,0.17,26.18,-18.19,7.32,,,
223508,-0.92,-0.28,0.35,3.91,-1.16,5.25,,,
224101,-0.90,-0.39,0.24,-8.85,-5.13,2.14,,,
224694,-0.87,-0.48,0.12,16.85,-22.34,-27.40,,,
225288,-0.63,-0.83,0.06,-1.34,1.65,-9.89,,,
225881,-0.58,-0.83,0.08,-0.85,-2.62,-4.27,,,
226483,-0.56,-0.83,0.16,0.85,-1.28,-1.22,,,
227119,-0.55,-0.83,0.18,6.90,-4.52,-0.61,,,
227713,-0.55,-0.83,0.20,-3.72,1.83,-1.22,,,
228306,-0.47,-0.87,0.05,3.42,-2.56,-2.14,,,
228899,-0.49,-0.88,0.08,-1.22,-0.06,-0.92,,,
229492,-0.48,-0.89,0.09,2.01,-6.04,1.40,,,
230085,-0.50,-0.87,0.12,-2.14,-0.55,-0.98,,,
230677,-0.08,-0.91,-0.02,11.11,33.45,-93.32,,,
231270,-0.05,-0.97,-0.08,50.72,12.21,20.39,,,
231864,-0.16,-1.01,-0.03,28.75,49.68,-32.10,,,
232458,-0.05,-0.98,-0.17,-38.02,51.94,9.83,,,
233060,0.01,-0.91,-0.36,29.48,2.20,17.15,,,
233653,-0.08,-0.90,-0.48,8.12,-21.24,-6.47,,,
234287,-0.08,-0.87,-0.47,4.46,-5.37,10.50,,,
234881,-0.11,-0.94,-0.44,10.86,33.87,-4.82,,,
235474,-0.03,-0.89,-0.46,0.37,-2.69,-0.49,,,
236068,-0.05,-0.87,-0.46,-4.21,-2.56,8.91,,,
236660,-0.13,-0.86,-0.47,0.12,-2.93,4.70,,,
237254,-0.16,-0.89,-0.40,11.66,0.92,-2.26,,,
237847,-0.11,-0.95,-0.34,6.35,-4.27,2.99,,,
238440,-0.24,-0.89,-0.29,-7.39,-6.96,-1.95,,,
239042,-0.17,-0.93,-0.32,0.85,-1.46,-0.73,,,
239635,-0.17,-0.93,-0.30,1.40,1.65,-1.89,,,
240229,-0.15,-0.94,-0.28,8.48,3.11,-3.54,,,
240822,0.10,-0.94,0.52,5.86,15.50,-74.16,,,
241457,0.13,-0.87,0.40,73.49,188.29,24.72,,,
242051,0.14,-0.99,0.15,-31.68,-33.02,8.12,,,
242643,0.06,-1.02,0.03,-1.04,3.17,4.70,,,
243237,0.01,-0.97,0.03,22.58,7.63,17.21,,,
243829,0.09,-0.46,0.73,-28.93,-131.71,-4.94,,,
244423,-0.02,-0.51,0.96,-47.06,51.09,-44.19,,,
245016,0.06,-0.54,0.75,20.51,-71.53,11.96,,,
245618,-0.07,-0.76,0.82,36.44,-13.31,10.25,,,
246212,-0.09,-0.60,0.78,50.42,0.85,-99.49,,,
246805,-0.02,-0.61,0.82,29.48,-48.40,67.63,,,
247399,0.05,-0.71,0.78,3.48,-33.14,-33.51,,,
247992,0.00,-0.58,0.88,16.05,23.62,41.32,,,
248627,0.02,-0.62,0.83,20.69,4.46,3.85,,,
249220,0.04,-0.51,0.89,-20.69,-16.05,1.22,,,
249813,0.29,-0.74,0.62,41.81,-115.78,110.11,,,
250407,0.21,-0.66,0.82,-16.30,-81.05,44.37,,,
251000,0.37,-0.71,0.63,1.16,3.85,17.64,,,
251594,0.30,-1.05,0.30,-18.92,46.08,-35.77,,,
