AnnotationTime_s,Behavior,Time,Time_s,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
-4.736949956859362,stand,28.0,0.028,0.2,-0.32,0.74,55.3,22.46,53.77,,,
-4.223899913718723,stand,28.0,0.028,0.2,-0.32,0.74,55.3,22.46,53.77,,,
-3.710849870578085,stand,28.0,0.028,0.2,-0.32,0.74,55.3,22.46,53.77,,,
-3.197799827437446,stand,28.0,0.028,0.2,-0.32,0.74,55.3,22.46,53.77,,,
-2.684749784296808,stand,28.0,0.028,0.2,-0.32,0.74,55.3,22.46,53.77,,,
-2.171699741156169,stand,28.0,0.028,0.2,-0.32,0.74,55.3,22.46,53.77,,,
-1.6586496980155307,stand,28.0,0.028,0.2,-0.32,0.74,55.3,22.46,53.77,,,
-1.145599654874892,stand,28.0,0.028,0.2,-0.32,0.74,55.3,22.46,53.77,,,
-0.6325496117342535,stand,28.0,0.028,0.2,-0.32,0.74,55.3,22.46,53.77,,,
-0.1194995685936151,stand,28.0,0.028,0.2,-0.32,0.74,55.3,22.46,53.77,,,
0.3935504745470233,stand,620.0,0.62,0.34,-0.63,0.94,85.82,2.5,-22.28,,,
0.9066005176876616,stand,620.0,0.62,0.34,-0.63,0.94,85.82,2.5,-22.28,,,
1.4196505608283,stand,1214.0,1.214,0.09,-0.66,0.92,2.81,7.08,40.89,,,
1.9327006039689385,stand,1806.0,1.806,0.17,-0.47,0.97,0.79,-42.36,16.85,,,
2.445750647109577,stand,2399.0,2.399,0.08,-0.49,0.97,2.87,50.29,4.21,,,
2.958800690250216,stand,2991.0,2.991,0.26,-0.72,0.81,54.38,-58.23,29.72,,,
3.4718507333908537,stand,3583.0,3.583,0.11,-0.66,0.89,15.93,1.34,4.82,,,
3.984900776531493,stand,4175.0,4.175,0.11,-0.38,0.81,6.71,23.8,-23.5,,,
4.4979508196721305,sit,4768.0,4.768,0.34,0.07,0.95,19.17,3.54,48.52,,,
5.01100086281277,sit,4768.0,4.768,0.34,0.07,0.95,19.17,3.54,48.52,,,
5.524050905953407,sit,5402.0,5.402,-0.07,-0.08,1.16,-142.58,6.16,-60.91,,,
6.037100949094047,sit,5996.0,5.996,0.09,-0.44,0.93,2.99,15.14,-45.1,,,
6.550150992234684,sit,6597.0,6.597,-0.04,-0.66,0.75,-4.7,14.16,-47.91,,,
7.063201035375323,sit,7189.0,7.189,0.11,-0.7,0.66,47.55,50.96,-53.59,,,
7.576251078515961,sit,7783.0,7.783,0.19,-0.63,0.79,-21.12,-20.08,-28.02,,,
8.0893011216566,other,8376.0,8.376,0.16,-0.54,0.89,16.24,29.42,1.77,,,
8.60235116479724,other,8376.0,8.376,0.16,-0.54,0.89,16.24,29.42,1.77,,,
9.115401207937875,stand,8969.0,8.969,-0.01,-0.59,1.02,96.56,53.28,28.2,,,
9.628451251078516,stand,9561.0,9.561,0.26,-0.59,0.97,61.58,-29.48,-28.26,,,
10.141501294219154,stand,10154.0,10.154,0.08,-0.48,0.91,79.96,1.89,21.85,,,
10.654551337359791,stand,10747.0,10.747,0.09,-0.32,1.07,-80.93,30.4,29.05,,,
11.167601380500432,stand,11339.0,11.339,0.02,-0.54,0.91,-7.93,-6.53,11.66,,,
11.68065142364107,stand,11933.0,11.933,0.02,-0.72,0.78,-31.49,-8.73,1.28,,,
12.193701466781707,stand,11933.0,11.933,0.02,-0.72,0.78,-31.49,-8.73,1.28,,,
12.706751509922343,stand,12569.0,12.569,0.03,-0.82,0.77,-23.93,2.87,-38.51,,,
13.219801553062986,stand,13171.0,13.171,0.14,-0.91,0.16,-57.74,-34.18,7.75,,,
13.732851596203624,stand,13764.0,13.764,0.08,-1.0,-0.06,-27.34,-12.33,45.04,,,
14.24590163934426,stand,14357.0,14.357,0.12,-1.08,0.04,5.86,-35.58,8.06,,,
14.758951682484902,stand,14950.0,14.95,-0.01,-1.03,0.04,14.47,-79.47,2.44,,,
15.27200172562554,stand,15543.0,15.543,0.07,-0.99,0.05,-3.85,-5.8,-1.22,,,
15.785051768766175,other,15543.0,15.543,0.07,-0.99,0.05,-3.85,-5.8,-1.22,,,
16.298101811906815,other,16137.0,16.137,0.1,-0.93,-0.07,-5.62,13.37,5.86,,,
16.811151855047456,other,16729.0,16.729,0.43,-0.81,-0.16,-0.18,21.3,14.83,,,
17.324201898188093,other,17323.0,17.323,0.05,-1.65,0.04,-98.39,-78.06,184.75,,,
17.83725194132873,other,17916.0,17.916,0.06,-0.6,0.82,26.61,9.22,-56.82,,,
18.350301984469368,stand,18509.0,18.509,0.07,-0.59,0.84,4.33,-13.73,-4.27,,,
18.86335202761001,stand,19103.0,19.103,0.17,-0.48,0.93,-2.32,3.85,-19.23,,,
19.376402070750647,stand,19103.0,19.103,0.17,-0.48,0.93,-2.32,3.85,-19.23,,,
19.889452113891284,stand,19747.0,19.747,0.09,-0.66,0.77,-27.22,4.94,-14.16,,,
20.40250215703192,stand,20341.0,20.341,0.02,-0.87,0.49,-23.56,20.57,-22.46,,,
