AnnotationTime_s,Behavior,Time,Time_s,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
1.0001110370863868,stand,628.0,0.628,-1.55,-10.03,-0.69,-0.13,-0.61,0.89,-76.98,55.09,-47.38
2.0002220741727736,stand,1698.0,1.698,-2.95,-12.09,-1.3,2.97,-0.28,-1.34,-72.0,56.78,-62.53
3.0003331112591605,jump down,2769.0,2.769,-0.46,-9.02,-0.0,1.31,-0.51,-2.1,-83.02,53.57,-28.91
4.000444148345547,stand,3840.0,3.84,-0.79,-9.39,0.81,-0.05,1.54,0.32,-84.95,48.48,-51.13
5.000555185431934,stand,4910.0,4.91,-0.85,-8.9,1.65,0.01,0.0,0.26,-85.84,55.28,-29.95
6.000666222518321,stand,5981.0,5.981,-2.24,-12.27,0.73,-1.05,-1.86,-0.66,-52.95,46.01,-1.24
7.000777259604708,stand,7052.0,7.052,-0.36,-7.51,3.96,0.28,-0.42,0.48,-59.32,61.56,-9.72
8.000888296691095,stand,8123.0,8.123,-1.41,-9.95,3.74,0.89,-0.16,0.02,-56.97,59.31,-7.34
9.00099933377748,stand,9196.0,9.196,-0.13,-9.34,5.58,-0.11,1.24,-1.04,-71.94,61.98,-16.65
10.001110370863868,sit,10267.0,10.267,1.11,-4.49,8.6,0.15,-0.08,-0.43,-58.65,75.9,-31.96
11.001221407950254,sit,11381.0,11.381,1.67,-5.13,8.64,-0.0,0.04,-0.18,-52.75,75.4,-32.53
12.001332445036642,sit,12451.0,12.451,1.6,-6.17,7.86,-0.19,-0.15,0.14,-64.35,72.33,-24.54
13.001443482123028,sit,13522.0,13.522,1.39,-6.24,7.92,-0.05,0.22,-0.41,-33.54,67.28,-31.64
14.001554519209416,sit,13522.0,13.522,1.39,-6.24,7.92,-0.05,0.22,-0.41,-33.54,67.28,-31.64
15.0016655562958,sit,14593.0,14.593,-1.5,-3.93,10.6,-0.07,0.01,-0.77,-45.21,73.91,-39.61
16.00177659338219,sit,15664.0,15.664,-1.52,-7.97,2.29,-1.17,0.86,0.25,-30.53,53.43,-14.41
17.001887630468577,sit,16735.0,16.735,-1.95,-8.43,5.13,0.59,-1.21,0.63,-20.58,50.56,-27.33
18.00199866755496,stand,17805.0,17.805,0.87,-10.78,3.39,-0.29,-0.15,-0.3,-18.27,44.55,-38.28
19.00210970464135,stand,18879.0,18.879,-0.99,-10.07,1.84,-0.38,-0.24,-0.05,-18.42,39.81,-36.36
20.002220741727736,stand,19950.0,19.95,-0.01,-11.18,1.45,0.36,-0.2,1.48,-18.94,39.59,-39.54
21.002331778814124,stand,21021.0,21.021,-1.87,-8.28,1.02,-0.49,-1.18,0.01,-19.23,38.76,-42.88
22.00244281590051,stand,22134.0,22.134,0.64,-9.78,-0.61,0.5,-0.43,-0.01,-35.5,47.31,-65.4
23.002553852986896,stand,23205.0,23.205,0.03,-9.43,4.19,-0.44,0.66,-0.09,-21.53,39.59,-50.39
24.002664890073284,stand,24276.0,24.276,-0.7,-9.76,0.86,-0.52,0.21,0.58,-28.65,43.64,-16.08
25.00277592715967,stand,25347.0,25.347,-0.0,-9.57,1.43,0.51,2.12,-0.31,-41.44,46.74,-6.91
26.002886964246056,stand,26418.0,26.418,0.31,-9.46,0.57,-0.48,1.56,-0.15,-85.72,46.54,-24.0
27.002998001332443,stand,27491.0,27.491,-0.38,-10.99,1.21,0.5,-0.01,-1.16,-89.86,48.52,-45.19
28.00310903841883,stand,27491.0,27.491,-0.38,-10.99,1.21,0.5,-0.01,-1.16,-89.86,48.52,-45.19
29.00322007550522,stand,28562.0,28.562,1.3,-9.2,3.31,-0.16,0.22,0.12,-61.27,34.16,-76.45
30.003331112591603,stand,29633.0,29.633,-0.23,-8.85,2.51,-0.22,-0.65,0.06,-31.82,41.68,-66.92
31.00344214967799,stand,30703.0,30.703,-1.31,-8.88,-4.22,-1.23,0.56,1.11,-22.11,34.52,-24.36
32.00355318676438,stand,31774.0,31.774,-1.03,-7.35,-2.49,1.45,-0.14,0.72,-24.35,43.36,-54.37
