AccelXMean,AccelXStd,AccelXMin,AccelXMax,AccelYMean,AccelYStd,AccelYMin,AccelYMax,AccelZMean,AccelZStd,AccelZMin,AccelZMax,GyroXMean,GyroXStd,GyroXMin,GyroXMax,GyroYMean,GyroYStd,GyroYMin,GyroYMax,GyroZMean,GyroZStd,GyroZMin,GyroZMax,MagXMean,MagXStd,MagXMin,MagXMax,MagYMean,MagYStd,MagYMin,MagYMax,MagZMean,MagZStd,MagZMin,MagZMax,Behavior,WindowStart,WindowEnd
-0.765,0.845,-1.61,0.08,-9.85,0.2599999999999998,-10.11,-9.59,0.4600000000000001,1.15,-0.69,1.61,1.085,1.005,0.08,2.09,-0.695,0.775,-1.47,0.08,0.11,0.1,0.01,0.21,-33.715,1.1849999999999987,-34.9,-32.53,35.75,3.6499999999999986,32.1,39.4,-36.15,18.32,-54.47,-17.83,stand,0.585,2.585
-0.9450000000000001,0.665,-1.61,-0.28,-9.55,0.040000000000000036,-9.59,-9.51,0.25,1.36,-1.11,1.61,1.0499999999999998,1.04,0.01,2.09,-0.77,0.7,-1.47,-0.07,0.0,0.01,-0.01,0.01,-32.855000000000004,0.3249999999999993,-33.18,-32.53,33.715,1.6149999999999984,32.1,35.33,-36.675,18.845000000000002,-55.52,-17.83,stand,1.585,3.585
1.1600000000000001,1.44,-0.28,2.6,-8.74,0.77,-9.51,-7.97,1.9849999999999999,3.0949999999999998,-1.11,5.08,0.53,0.52,0.01,1.05,-0.21,0.13999999999999999,-0.35,-0.07,0.045000000000000005,0.055,-0.01,0.1,-30.619999999999997,2.5600000000000005,-33.18,-28.06,34.224999999999994,1.1050000000000004,33.12,35.33,-56.705,1.1849999999999987,-57.89,-55.52,stand,2.585,4.585
2.54,0.06000000000000005,2.48,2.6,-7.68,0.29000000000000004,-7.97,-7.39,5.1850000000000005,0.10499999999999998,5.08,5.29,0.7050000000000001,0.34500000000000003,0.36,1.05,-0.47,0.12,-0.59,-0.35,0.3,0.2,0.1,0.5,-30.814999999999998,2.755000000000001,-33.57,-28.06,31.589999999999996,1.5299999999999994,30.06,33.12,-59.68,1.7899999999999991,-61.47,-57.89,sit,3.585,5.585
1.9449999999999998,0.535,1.41,2.48,-8.0,0.6099999999999999,-8.61,-7.39,5.0600000000000005,0.22999999999999998,4.83,5.29,0.175,0.185,-0.01,0.36,-0.27999999999999997,0.31,-0.59,0.03,0.15,0.35,-0.2,0.5,-36.555,2.9849999999999994,-39.54,-33.57,28.965,1.0949999999999989,27.87,30.06,-63.714999999999996,2.2449999999999974,-65.96,-61.47,sit,4.585,6.585
0.7899999999999999,0.62,0.17,1.41,-8.695,0.08499999999999996,-8.78,-8.61,3.16,1.67,1.49,4.83,-0.315,0.305,-0.62,-0.01,0.28500000000000003,0.255,0.03,0.54,-0.18,0.020000000000000004,-0.2,-0.16,-37.405,2.134999999999998,-39.54,-35.27,31.78,3.9099999999999984,27.87,35.69,-65.61,0.3499999999999943,-65.96,-65.26,sit,5.585,7.585
-0.085,0.255,-0.34,0.17,-9.045,0.26500000000000057,-9.31,-8.78,-1.8199999999999998,3.31,-5.13,1.49,-0.5,0.12,-0.62,-0.38,0.66,0.12,0.54,0.78,-0.12,0.04,-0.16,-0.08,-27.995,7.275000000000002,-35.27,-20.72,38.33,2.6400000000000006,35.69,40.97,-58.72,6.540000000000003,-65.26,-52.18,sit,6.585,8.585
0.27,0.61,-0.34,0.88,-8.34,0.9700000000000002,-9.31,-7.37,-3.2649999999999997,1.865,-5.13,-1.4,-1.08,0.7,-1.78,-0.38,0.605,0.17500000000000002,0.43,0.78,-0.025,0.055,-0.08,0.03,-25.705,4.985000000000001,-30.69,-20.72,47.69,6.719999999999999,40.97,54.41,-52.875,0.6950000000000003,-53.57,-52.18,other,7.585,9.585
0.875,0.0050000000000000044,0.87,0.88,-5.725,1.645,-7.37,-4.08,-4.03,2.63,-6.66,-1.4,-1.0050000000000001,0.775,-1.78,-0.23,0.635,0.205,0.43,0.84,0.68,0.65,0.03,1.33,-30.21,0.4800000000000004,-30.69,-29.73,39.305,15.104999999999999,24.2,54.41,-31.155,22.415,-53.57,-8.74,other,8.585,10.585
0.775,0.09499999999999997,0.68,0.87,-6.72,2.6399999999999997,-9.36,-4.08,-4.4,2.26,-6.66,-2.14,2.01,2.2399999999999998,-0.23,4.25,2.195,1.355,0.84,3.55,0.51,0.8200000000000001,-0.31,1.33,-56.080000000000005,26.350000000000005,-82.43,-29.73,29.310000000000002,5.110000000000001,24.2,34.42,-17.19,8.450000000000001,-25.64,-8.74,other,9.585,11.585
